Time,NormalisedFlux
0.0,0.8951900463585457
1.0,0.918619113279239
2.0,0.952279286334046
3.0,0.9339170140673622
4.0,0.9520150108893276
5.0,0.9953794749214858
6.0,1.0599844733905095
7.0,1.098769267721399
8.0,1.1122311594986007
9.0,1.1196231037475306
10.0,1.1228492717437464
11.0,1.050477646617349
12.0,1.0715770047272566
13.0,1.0514248911406574
14.0,0.9879669868950971
15.0,0.9715422476009894
16.0,0.963129485527595
17.0,0.8755802023188485
18.0,0.9191472677897152
19.0,0.8570374061237176
20.0,0.8895961463641673
21.0,0.9016253667742955
22.0,0.9258965470411313
23.0,0.953017433184987
24.0,0.9644238009112244
25.0,0.9584979323615442
26.0,0.9481961018336916
27.0,1.0955228967576105
28.0,1.1403018425814395
29.0,1.163460146325428
30.0,1.1144496610359902
31.0,1.047879624895766
32.0,1.06251563758688
33.0,1.0446410434690774
34.0,0.9886177674162651
35.0,1.0057323109970764
36.0,0.9035497770286909
37.0,0.9284304537368582
38.0,0.8716807951546888
39.0,0.7959203221915357
40.0,0.8760055078640254
41.0,0.8829799751224787
42.0,0.9181212786868127
43.0,0.9441196176143778
44.0,0.9902941634269401
45.0,0.9778804230307595
46.0,1.0633686078964566
47.0,1.0430117476192076
48.0,1.1387890882783351
49.0,1.1346839347246864
50.0,1.114265994297534
51.0,1.0840739849852028
52.0,1.0747572559657657
53.0,1.0563976754408235
54.0,1.0021880389997637
55.0,0.9099542956913751
56.0,0.9255074669901515
57.0,0.9117179836952016
58.0,0.8893458993838904
59.0,0.8661755916423178
60.0,0.8377868333440343
61.0,0.9317011179012917
62.0,0.9296135167685858
63.0,0.9424411621165829
64.0,1.0022263537325193
65.0,1.0216734632298234
66.0,1.079550464395157
67.0,1.0870824238185481
68.0,1.1190830295595
69.0,1.1611642319119309
70.0,1.1114389397027247
71.0,1.123507132565501
72.0,1.1189877238929429
73.0,1.065884370215141
74.0,1.0109899748970828
75.0,0.9956059546440621
76.0,1.0051971764441092
77.0,0.9127479324602706
78.0,0.8802704076028585
79.0,0.8700729354343119
80.0,0.9013095072335413
81.0,0.8923074350379264
82.0,0.9313337019198791
83.0,0.9740997923832888
84.0,0.9887407997612364
85.0,1.040623126443698
86.0,1.0970948421138027
87.0,1.0861574814118782
88.0,1.1494309386853558
89.0,1.1034749253516127
90.0,1.137787830140696
91.0,1.128341973318815
92.0,1.0795767929347357
93.0,1.0719227782702692
94.0,1.0146680972879036
95.0,0.96756387634667
96.0,0.9160637647672265
97.0,0.945289927620705
98.0,0.8805576489164041
99.0,0.8545052631333019
100.0,0.8815539868952512
101.0,0.9092101514757471
102.0,0.9182810172762244
103.0,0.9409290039265117
104.0,1.0377354711935276
105.0,1.023675580695695
106.0,1.1059770947712801
107.0,1.1014795648467
108.0,1.1203988482184033
109.0,1.1573654295446576
110.0,1.188518474920984
111.0,1.1238863879346397
112.0,1.054670274679103
113.0,1.0268412460184526
114.0,0.9739544861300429
115.0,1.018564293138705
116.0,0.9383702538067415
117.0,0.903086688256375
118.0,0.8776332262095516
119.0,0.8314838509316237
120.0,0.894833557426382
