Time,NormalisedFlux
0.0,0.864453031825899
1.0,0.8458286662108212
2.0,0.9057945609548574
3.0,0.9019450682066711
4.0,0.9502647707104505
5.0,1.0287723297292963
6.0,1.0093846332773913
7.0,1.030852790606902
8.0,1.0725829860448959
9.0,1.0839939817607032
10.0,1.1680285568493907
11.0,1.0888339427654483
12.0,1.093222107580794
13.0,1.0757332425146655
14.0,0.985089777509772
15.0,1.0153142923238154
16.0,0.9758023337957208
17.0,0.9078465033871492
18.0,0.8727285805829893
19.0,0.8928804963957548
20.0,0.8755202997791752
21.0,0.8846624687530517
22.0,0.9363200333629733
23.0,0.9365063310604143
24.0,1.024536122722798
25.0,1.0189356992341552
26.0,1.064101648885072
27.0,1.0600472161993386
28.0,1.1263129144716941
29.0,1.149380429107037
30.0,1.1445274320565393
31.0,1.095761178962554
32.0,1.0125069004022769
33.0,0.9984055430543458
34.0,0.9719758871618897
35.0,0.9578377955566905
36.0,0.9336513819599379
37.0,0.8607888406310134
38.0,0.812544666414119
39.0,0.8603363729884195
40.0,0.9278959272878163
41.0,0.9405803590295659
42.0,0.9926013182350135
43.0,1.0054039966229147
44.0,1.0542213464400962
45.0,1.0654720016789536
46.0,1.1130858254152063
47.0,1.1353579675544823
48.0,1.1092162990156909
49.0,1.1492381620539363
50.0,1.08697639566566
51.0,1.0650387642197463
52.0,1.018433563501295
53.0,0.9466461106798403
54.0,0.9406361828107168
55.0,0.9333145514748511
56.0,0.9015381830672324
57.0,0.8341706760252839
58.0,0.835385230076195
59.0,0.9170589046303855
60.0,0.9923483314750841
61.0,0.9338191918667865
62.0,0.9872435107862508
63.0,1.0306662109639753
64.0,1.0748831217534038
65.0,1.0961500400998212
66.0,1.1735000649522709
67.0,1.153404468514012
68.0,1.0531884631949433
69.0,1.0556366279452132
70.0,1.0479328093817493
71.0,0.9935790518694783
72.0,0.9841276405325214
73.0,0.986858218820383
74.0,0.9295467425098143
75.0,0.891528097288967
76.0,0.8636066454366869
77.0,0.878274845150585
78.0,0.8634567923964576
79.0,0.9299489957064303
80.0,0.9783249900630739
81.0,1.0229088944774931
82.0,1.027486772501391
83.0,1.0676471163646921
84.0,1.0959320458547634
85.0,1.152589955966021
86.0,1.1421904107713292
87.0,1.1051737572903098
88.0,1.0503061114173722
89.0,1.0196495095557965
90.0,1.0408425764616878
91.0,0.9773381859034993
92.0,0.9498637495054105
93.0,0.9571673055870514
94.0,0.9069073497757846
95.0,0.9078287320456073
96.0,0.9116101087813568
97.0,0.9411576307639126
98.0,0.9219342903245785
99.0,0.9978749883697495
100.0,0.9739945842754925
101.0,1.0303186868907779
102.0,1.0735181338328497
103.0,1.0907918528510314
104.0,1.1442694046260558
105.0,1.1537949156976213
106.0,1.1002916851033624
107.0,1.106852420464397
108.0,1.072129027137821
109.0,1.0554352329438748
110.0,0.9532894981653365
111.0,0.9301229533519352
112.0,0.9582313264977367
113.0,0.886683126137946
114.0,0.8514366352966422
115.0,0.8840160296834143
116.0,0.9179148359562499
117.0,0.9610941298716954
118.0,0.9610567001229868
119.0,0.9734519666762809
120.0,1.0196905513249719
