Time,NormalisedFlux
0.0,1.048377805341923
1.0,1.0910721508628138
2.0,1.0898547837205061
3.0,1.1537210036799594
4.0,1.14842038503798
5.0,1.1171838558142548
6.0,1.042154242452546
7.0,1.013987573131674
8.0,0.9892550350469049
9.0,0.9972368599115522
10.0,0.9240870888291729
11.0,0.950874701893026
12.0,0.8909561679027689
13.0,0.9368542145050106
14.0,0.8723362302727149
15.0,0.9128929139077131
16.0,0.8559802287011732
17.0,0.9086145074412079
18.0,0.9412775917401547
19.0,0.9404549909496482
20.0,1.0176870306542252
21.0,1.0142086747250865
22.0,1.0146784050735196
23.0,1.05753260528485
24.0,1.09336563152608
25.0,1.1895610949109314
26.0,1.177247046720263
27.0,1.136237947477276
28.0,1.114262020409873
29.0,1.047745477584391
30.0,1.0660128349047369
31.0,0.9736383303711696
32.0,0.9260064669146809
33.0,0.9481277442265961
34.0,0.9741758682340494
35.0,0.9022470927754055
36.0,0.916386186640836
37.0,0.8587439957275637
38.0,0.8853963803175328
39.0,0.934974762629184
40.0,0.9143085816998691
41.0,0.9462684545616961
42.0,0.9621421191300548
43.0,1.0449368811227506
44.0,1.0501656244777335
45.0,1.0434217536028356
46.0,1.0715363987083288
47.0,1.1098093630993575
48.0,1.1342793142462402
49.0,1.1302197248419321
50.0,1.0938112373831512
51.0,1.1201910807997277
52.0,1.0558191185575965
53.0,0.9918258852668802
54.0,1.0109993603195953
55.0,1.0061625655333897
56.0,0.9428207599119202
57.0,0.911104542015513
58.0,0.9219547812784398
59.0,0.9052720976815851
60.0,0.8943783091897403
61.0,0.8986508174069798
62.0,0.908671804326875
63.0,0.924130357906654
64.0,0.941231638430862
65.0,1.0118075489872227
66.0,1.024824723222208
67.0,1.007439033437081
68.0,1.0534865514691742
69.0,1.0462316837015535
70.0,1.0892283850008977
71.0,1.102905316253079
72.0,1.137543955013812
73.0,1.145631405854947
74.0,1.087713627032739
75.0,1.1307189384783003
76.0,1.052120867658617
77.0,1.0023205135037065
78.0,1.0193586149192817
79.0,0.943460904718115
80.0,0.9560330191587024
81.0,0.9048620678601421
82.0,0.8855217670204596
83.0,0.837298730350641
84.0,0.8375739449747417
85.0,0.8857529981564268
86.0,0.8967481755455824
87.0,0.9107246809612213
88.0,0.9787473060482419
89.0,1.0331922323320641
90.0,0.9937437756980076
91.0,1.0826996002962632
92.0,1.071135698240702
93.0,1.086506453922505
94.0,1.1291245463724269
95.0,1.1362817161137548
96.0,1.1761057486001374
97.0,1.054783355979581
98.0,1.0680608343751423
99.0,1.058373860858626
100.0,0.9957391865466729
101.0,1.0011610988921922
102.0,0.9763778632766189
103.0,0.9554888788399772
104.0,0.8829812365455033
105.0,0.9366081982956203
106.0,0.8819188148116194
107.0,0.8668816924566144
108.0,0.8765760946040461
109.0,0.9098069818545609
110.0,0.9714136041573331
111.0,0.9504003653261528
112.0,0.9984824362322422
113.0,1.067219967580828
114.0,1.0455635011436262
115.0,1.102513021459497
116.0,1.096787426330573
117.0,1.1312535033643434
118.0,1.1263496438940528
119.0,1.1122404715517302
120.0,1.0692828725426713
