Time,NormalisedFlux
0.0,1.1354630642621732
1.0,1.1303006986539694
2.0,1.1484806739819968
3.0,1.121096435206562
4.0,1.0703711575800254
5.0,1.0759469498245817
6.0,1.054070433543289
7.0,1.0736080394912753
8.0,1.0309676461231108
9.0,0.9499965470160443
10.0,0.9893759305212536
11.0,0.8620748306161051
12.0,0.909249852536692
13.0,0.8834961150711221
14.0,0.8272604876830043
15.0,0.8514954738704466
16.0,0.9043705502506431
17.0,0.9289082293857988
18.0,0.9568957512801987
19.0,0.9998283069839733
20.0,1.0157894472864946
21.0,1.0582148056905392
22.0,1.0648488133012424
23.0,1.1180800162820834
24.0,1.1396577924264122
25.0,1.1281623221586892
26.0,1.1319101362996795
27.0,1.100391441053884
28.0,1.0951906085631118
29.0,1.0305878352696414
30.0,1.094637272996519
31.0,0.9754345289158661
32.0,1.001124965832054
33.0,0.9507056749756865
34.0,0.9597445343744873
35.0,0.9523419016951055
36.0,0.8582509955694413
37.0,0.8309399237838655
38.0,0.89998474775449
39.0,0.8886350377943669
40.0,0.9335908720504572
41.0,0.9409575776187313
42.0,1.0244757148110082
43.0,0.9971733198104458
44.0,1.0119927206459245
45.0,1.0427740688131713
46.0,1.087610122068155
47.0,1.112630386913652
48.0,1.126795447025447
49.0,1.13315541895486
50.0,1.1261126197612736
51.0,1.1485582423274043
52.0,1.0175173045372288
53.0,1.0844536820342658
54.0,1.034359091135281
55.0,0.9448683319040962
56.0,0.953443346188493
57.0,0.9006954905763066
58.0,0.9612877928482283
59.0,0.9048970610261813
60.0,0.8796996259743968
61.0,0.8854804226194799
62.0,0.8448772598251382
63.0,0.9381417557342854
64.0,0.9284781250569153
65.0,0.9736664662020469
66.0,0.9859886875094217
67.0,1.0225502074392594
68.0,1.035482179422029
69.0,1.029782886744134
70.0,1.0881051646430817
71.0,1.1405629048332862
72.0,1.1450488596712738
73.0,1.1178629867027499
74.0,1.0872160131503366
75.0,1.1145290900630394
76.0,1.0579369074532188
77.0,1.026118348702512
78.0,1.0055969184272535
79.0,0.9717914044727406
80.0,0.9376345306617061
81.0,0.8975832118400543
82.0,0.8646848299327187
83.0,0.8418862890630217
84.0,0.8742537542387312
85.0,0.8716570996942941
86.0,0.9017821263384321
87.0,0.9016169611185801
88.0,0.9274076741019844
89.0,0.9701376001600615
90.0,0.984984998420249
91.0,1.0455051099421895
92.0,1.0335633520516618
93.0,1.1071144836279139
94.0,1.0987068517531775
95.0,1.0996222031489948
96.0,1.1301135983630495
97.0,1.1127796621909938
98.0,1.0683346908086944
99.0,1.0559895044281815
100.0,0.999803725941782
101.0,1.0611677394529992
102.0,0.963075447191539
103.0,0.9774402714865914
104.0,0.9874960139312772
105.0,0.9004742243503859
106.0,0.8313574076934312
107.0,0.8152085880980631
108.0,0.8783414759397515
109.0,0.8737168966886222
110.0,0.9064780871364345
111.0,0.9367824798486017
112.0,0.9557153613423395
113.0,1.0220980673999913
114.0,1.0097106794657056
115.0,1.0240924023984317
116.0,1.02894526661289
117.0,1.0756712320089257
118.0,1.143022510363052
119.0,1.2031746496480358
120.0,1.1817892390978446
