Time,NormalisedFlux
0.0,0.8694474868769902
1.0,0.9147723873348156
2.0,0.8831002568704339
3.0,0.9412561018990743
4.0,0.9543084679466383
5.0,1.0128870778830001
6.0,1.0403576342277037
7.0,1.0795484299400717
8.0,1.0819200412229806
9.0,1.1240408419873142
10.0,1.071406412252701
11.0,1.1532675257665075
12.0,1.0865769908218956
13.0,1.0765896961490333
14.0,1.0474197639558394
15.0,1.0175355796683494
16.0,1.020843068504623
17.0,0.9435833264606605
18.0,0.9608256516346112
19.0,0.9088584770373973
20.0,0.9160426475895611
21.0,0.822876662428422
22.0,0.8963482723183565
23.0,0.8322894462720571
24.0,0.9092692484123854
25.0,0.9391192510391936
26.0,0.963004843913112
27.0,1.0248056781715507
28.0,1.0222304181912143
29.0,1.0635889028796415
30.0,1.0890386094264055
31.0,1.1171622195330093
32.0,1.1320211190180505
33.0,1.136549919866576
34.0,1.1122139222411325
35.0,1.04852139431359
36.0,1.0041589477034005
37.0,1.0043216754158695
38.0,0.9405964636032457
39.0,0.9303040532929518
40.0,0.8898517372092184
41.0,0.9080211171929121
42.0,0.8414995816257733
43.0,0.8661377008792022
44.0,0.9240592870157367
45.0,0.9705176506469136
46.0,0.9420032637556689
47.0,1.030453207739016
48.0,1.0257372818561277
49.0,1.0210470613282754
50.0,1.0712596470875417
51.0,1.0987887589320997
52.0,1.1009731072944813
53.0,1.1807787497682385
54.0,1.1235592603259426
55.0,1.1269412110779902
56.0,1.0706337106579802
57.0,1.0768155256802343
58.0,1.039121110322142
59.0,0.982781991268724
60.0,0.9887751270687756
61.0,0.8639840741832626
62.0,0.8966440185560655
63.0,0.8982437167202113
64.0,0.8817744995258441
65.0,0.8651280646572709
66.0,0.885771970754647
67.0,0.9626770958429487
68.0,0.9583225206266609
69.0,1.0269315827556516
70.0,1.0393597364967622
71.0,1.0795482045526865
72.0,1.0480330568355787
73.0,1.1071274397880766
74.0,1.1298433430708628
75.0,1.1169699135154025
76.0,1.0678754894867897
77.0,1.0923455767242622
78.0,1.042854224494547
79.0,0.9846585905976332
80.0,0.980685150656938
81.0,0.8983908792361299
82.0,0.9448720522813208
83.0,0.9121032527775643
84.0,0.8511103001124101
85.0,0.7984388734301868
86.0,0.924139086202341
87.0,0.9137404705655495
88.0,0.944081943683599
89.0,0.9908990315779914
90.0,0.9655730114445821
91.0,1.0547394365800966
92.0,1.0875229345058024
93.0,1.0864312628072383
94.0,1.1189835076322514
95.0,1.1199493639727056
96.0,1.1184922123350125
97.0,1.072819066822087
98.0,1.0525910321401448
99.0,1.0177747974341342
100.0,1.0302335913774847
101.0,0.9995241630137638
102.0,0.9621778837190164
103.0,0.9319553315024406
104.0,0.8928508004308524
105.0,0.9033334329057208
106.0,0.8242558346693886
107.0,0.8876687003459869
108.0,0.9170973218537339
109.0,0.9449168147392754
110.0,0.9975315763981
111.0,0.9805376552901
112.0,1.014943825476919
113.0,1.0284307372410757
114.0,1.137626825905061
115.0,1.0993770178725948
116.0,1.1544960185982494
117.0,1.1441841708358615
118.0,1.0948552716088689
119.0,1.0302782167787026
120.0,1.067025875663109
