Time,NormalisedFlux
0.0,0.911191859659146
1.0,0.896928218633083
2.0,0.818921574331831
3.0,0.8489933984090207
4.0,0.8937977374874152
5.0,0.8988431678049944
6.0,0.9362172005202304
7.0,0.9595976857986556
8.0,0.9915331239470437
9.0,0.98681128109318
10.0,1.0482145252653365
11.0,1.0935447262985578
12.0,1.1121187976123261
13.0,1.0570102745399859
14.0,1.1634076683078531
15.0,1.1093986895858712
16.0,1.1081810510901553
17.0,1.1492378642434877
18.0,1.0559442356685604
19.0,1.0439341359754104
20.0,1.0298996838945844
21.0,0.9989766239864333
22.0,0.9824637103118016
23.0,0.922850906364399
24.0,0.9513731083680552
25.0,0.92997340058257
26.0,0.8837600674400502
27.0,0.8683794708932582
28.0,0.8753630510147872
29.0,0.9392427914000081
30.0,0.9088112028326795
31.0,0.9357691345760146
32.0,0.9609734156142132
33.0,0.992016270230153
34.0,1.0186233993167455
35.0,1.0164584978294835
36.0,1.0532318507046918
37.0,1.0811382819597168
38.0,1.0701600465516907
39.0,1.154341929682153
40.0,1.1460650083178068
41.0,1.1028342171378789
42.0,1.0711212912685066
43.0,1.0840570383227148
44.0,1.0572406268338455
45.0,1.0518439508323323
46.0,0.9782443909596573
47.0,0.9600584752157701
48.0,0.9717314541674678
49.0,0.9339275614646657
50.0,0.9354074220076639
51.0,0.8741999420261141
52.0,0.8537566022687622
53.0,0.8684288639811141
54.0,0.8793898173924631
55.0,0.9043324678358489
56.0,0.9330993208086592
57.0,0.9746282517290715
58.0,0.9702017814879118
59.0,1.003693682616153
60.0,1.064981961731992
61.0,1.0179471645250613
62.0,1.079572151790895
63.0,1.101360973468318
64.0,1.1146816236986814
65.0,1.1568153508097068
66.0,1.130790251302377
67.0,1.1094754625163832
68.0,1.059060092429796
69.0,1.0635688164914856
70.0,1.0327807953799157
71.0,0.9552207182432039
72.0,0.9919605940906004
73.0,0.9895409018673671
74.0,0.9007005651474849
75.0,0.912026034379213
76.0,0.8640800761743799
77.0,0.8639483810713053
78.0,0.8090770596046074
79.0,0.8749350817852595
80.0,0.9061656741485472
81.0,0.9607292673110116
82.0,0.957448387690604
83.0,0.9998211931717591
84.0,1.0287863813723872
85.0,1.013175745403186
86.0,1.0892328745275919
87.0,1.0305534386561166
88.0,1.1372313310694337
89.0,1.1303255694697132
90.0,1.1467621488062245
91.0,1.1245583563738506
92.0,1.0755764747388303
93.0,1.0828956629749034
94.0,1.0627625426851273
95.0,1.0840435446246297
96.0,1.0431465472479813
97.0,0.9639188441324316
98.0,1.0050416236291575
99.0,0.8794839197155255
100.0,0.9284023376276289
101.0,0.9043919961535754
102.0,0.8409536290886437
103.0,0.8271128008049606
104.0,0.8782444811936406
105.0,0.9010387643372796
106.0,0.9272828902401633
107.0,0.968472049952422
108.0,0.9826897942634265
109.0,1.0233717566759546
110.0,1.0282623682951413
111.0,1.079750175284466
112.0,1.0995845554372783
113.0,1.0863456891780388
114.0,1.1126728360857736
115.0,1.130692127605956
116.0,1.1422374295183113
117.0,1.0793780522163574
118.0,1.1451708859347514
119.0,1.0277115378456152
120.0,1.0551453707533198
