Time,NormalisedFlux
0.0,0.956028371860707
1.0,0.9672677732040998
2.0,0.9617437692750492
3.0,1.0347967481749762
4.0,1.0804561540417905
5.0,1.088292368926236
6.0,1.1520889958295872
7.0,1.1834117135817734
8.0,1.1035342640961248
9.0,1.1258542266249163
10.0,1.0909461425838327
11.0,1.019443877376846
12.0,0.9761307194741358
13.0,1.0056650757949226
14.0,0.9232131966558439
15.0,0.8869048932625567
16.0,0.8631838784160323
17.0,0.8429773674591255
18.0,0.8882390265640527
19.0,0.894109274293953
20.0,0.9538154380772009
21.0,0.9729792080153794
22.0,1.0069290504103783
23.0,1.0453156911037307
24.0,1.059251504339046
25.0,1.0733056982882052
26.0,1.0964252878851655
27.0,1.130059247801211
28.0,1.1157033681978386
29.0,1.05984372835968
30.0,1.061578202488485
31.0,0.9817925230146572
32.0,0.9489747467580891
33.0,0.9170841386469323
34.0,0.9131428689089379
35.0,0.9005238200125857
36.0,0.8780570418300814
37.0,0.9024870488962086
38.0,0.9059203992630448
39.0,0.9484055884080873
40.0,1.0106619252328457
41.0,0.9681474556594878
42.0,0.9572644932498612
43.0,1.0420059976308713
44.0,1.0503196923169127
45.0,1.1337281182235568
46.0,1.1742963790338574
47.0,1.1728671899103824
48.0,1.0797552863080908
49.0,1.118440705571662
50.0,1.018170333115762
51.0,1.0180862965794961
52.0,0.992553800374552
53.0,0.9886148591312274
54.0,0.9134033849031267
55.0,0.849199766674379
56.0,0.8615961967572847
57.0,0.8902854606022526
58.0,0.8677267010029612
59.0,0.9320163624268023
60.0,0.963372863217946
61.0,1.008659844527341
62.0,1.015177228317134
63.0,1.0835756351438997
64.0,1.110741271400208
65.0,1.0763641240444515
66.0,1.1331329628858549
67.0,1.1665760960928186
68.0,1.0507906123658195
69.0,1.0898354513867181
70.0,1.0177559686391393
71.0,0.976297317993258
72.0,0.9961639208687649
73.0,0.9455526335649704
74.0,0.9039962669404766
75.0,0.9149998769895404
76.0,0.8182263990706207
77.0,0.9115396807272576
78.0,0.8614376560971643
79.0,0.9372230311588712
80.0,0.9653139140770796
81.0,0.9859553599848841
82.0,1.0064058504430375
83.0,1.082597065371495
84.0,1.1091228714882346
85.0,1.1699066078365696
86.0,1.1313447065079674
87.0,1.0996280316253844
88.0,1.0781847992052331
89.0,1.018050976259308
90.0,1.0416776010286224
91.0,0.9875568817012658
92.0,0.9648739050525114
93.0,0.9666589061185131
94.0,0.8719176916132187
95.0,0.8445817327157189
96.0,0.8281589809723388
97.0,0.9393047965720187
98.0,0.9605121187539587
99.0,0.9464361407506459
100.0,1.0240531078755444
101.0,0.9949151864822473
102.0,1.0714625064588148
103.0,1.087100755292742
104.0,1.1162037280890271
105.0,1.1654366213081098
106.0,1.0938038895904443
107.0,1.0917376542021326
108.0,1.1160903806157194
109.0,1.0423587412318673
110.0,1.0096402867017216
111.0,0.9626005379403295
112.0,0.961885747426077
113.0,0.9134984122979357
114.0,0.8603801212863941
115.0,0.8742636383490873
116.0,0.8525783627412478
117.0,0.9217400096497277
118.0,0.9293418870193976
119.0,0.9593487957135479
120.0,1.0077641341277246
